geoid20,Total Acreage,2021 Canopy Acreage,Canopy_2021,County Name
53061051926,"2,096","1,914",91%,Snohomish
53061051927,"1,138","1,036",91%,Snohomish
53061051928,569,462,81%,Snohomish
53061051929,559,481,86%,Snohomish
53061051930,754,621,82%,Snohomish
53061051931,446,418,94%,Snohomish
53061051932,578,556,96%,Snohomish
53061051933,514,421,82%,Snohomish
53061051934,406,365,90%,Snohomish
53061051935,393,371,94%,Snohomish
53061051936,263,230,88%,Snohomish
53061051937,"1,002",854,85%,Snohomish
53061051938,979,814,83%,Snohomish
53061052004,821,735,89%,Snohomish
53061052005,886,847,96%,Snohomish
53061052006,477,470,99%,Snohomish
53061052007,542,502,93%,Snohomish
53061052008,485,386,80%,Snohomish
53061052009,575,494,86%,Snohomish
53061052010,396,344,87%,Snohomish
53061052104,"11,314","4,079",36%,Snohomish
53061052105,"13,499","5,376",40%,Snohomish
53061052107,"3,080","2,842",92%,Snohomish
53061052108,"5,795","4,885",84%,Snohomish
53061052112,"3,623","3,318",92%,Snohomish
53061052113,"5,518","4,543",82%,Snohomish
53061052114,"1,622","1,552",96%,Snohomish
53061052119,334,315,94%,Snohomish
53061052120,403,391,97%,Snohomish
53061052121,655,597,91%,Snohomish
53061052122,"2,123","1,845",87%,Snohomish
53061052203,"4,270","2,990",70%,Snohomish
53061052204,"2,204",979,44%,Snohomish
53061052206,"12,898","11,930",92%,Snohomish
53061052207,"16,624","14,701",88%,Snohomish
53061052208,462,363,78%,Snohomish
53061052210,731,467,64%,Snohomish
53061052211,"1,411",714,51%,Snohomish
53061052301,"9,883","8,926",90%,Snohomish
53061052302,"8,453","5,588",66%,Snohomish
53061052401,"1,025",795,78%,Snohomish
53061052402,610,382,63%,Snohomish
53061052502,"3,566","2,729",77%,Snohomish
53061052504,"1,946","1,702",87%,Snohomish
53061052505,644,563,87%,Snohomish
53061052506,590,532,90%,Snohomish
53061052603,"1,866","1,678",90%,Snohomish
53061052604,907,770,85%,Snohomish
53061052605,"1,172","1,016",87%,Snohomish
53061052606,"3,252","2,787",86%,Snohomish
53061052607,"2,509","2,118",84%,Snohomish
53061052701,"5,053","4,412",87%,Snohomish
53061052706,"1,232","1,097",89%,Snohomish
53061052707,"1,306","1,127",86%,Snohomish
53061052708,781,739,95%,Snohomish
53061052709,"4,977","4,274",86%,Snohomish
53061052710,640,622,97%,Snohomish
53061052711,"3,336","2,814",84%,Snohomish
53061052803,"3,480","1,109",32%,Snohomish
53061052805,"1,051",865,82%,Snohomish
53061052807,661,493,75%,Snohomish
53061052808,"1,051",514,49%,Snohomish
53061052809,303,266,88%,Snohomish
53061052810,479,430,90%,Snohomish
53061052903,807,359,44%,Snohomish
53061052904,870,670,77%,Snohomish
53061052905,506,324,64%,Snohomish
53061052906,598,517,87%,Snohomish
53061053101,"6,772","4,381",65%,Snohomish
53061053102,"6,229","4,541",73%,Snohomish
53061053201,"11,837","6,870",58%,Snohomish
53061053202,"6,164","5,012",81%,Snohomish
53061053301,"6,141","1,476",24%,Snohomish
53061053302,"22,112","13,862",63%,Snohomish
53061053400,"32,114","28,495",89%,Snohomish
53061053505,"12,436","10,660",86%,Snohomish
53061053506,"64,111","57,631",90%,Snohomish
53061053507,"1,179",926,79%,Snohomish
53061053508,"3,708","1,027",28%,Snohomish
53061053509,"2,080",695,33%,Snohomish
53061053510,"1,025",631,62%,Snohomish
53061053511,"1,937","1,766",91%,Snohomish
53061053603,"10,248","8,947",87%,Snohomish
53061053604,"3,973","2,919",73%,Snohomish
53061053605,"9,561","8,865",93%,Snohomish
53061053606,"123,879","116,480",94%,Snohomish
53061053700,"418,142","370,595",89%,Snohomish
53061053801,"281,962","259,400",92%,Snohomish
53061053802,"5,564","4,171",75%,Snohomish
53061053803,"67,888","62,514",92%,Snohomish
53061940001,"13,029","10,802",83%,Snohomish
53061940002,"9,689","9,127",94%,Snohomish
