index,geoid20,wt_avg_miles,access_to,aggregation
484,530330111013,0.18002834440543547,all_hct,poc
485,530330111014,0.1707901290801285,all_hct,poc
486,530330111021,0.35477143456999144,all_hct,poc
487,530330111022,0.11937374115418975,all_hct,poc
488,530330111023,0.08816899105125596,all_hct,poc
489,530330111024,0.0981925273343246,all_hct,poc
490,530330112001,0.8844594526954535,all_hct,poc
491,530330112002,1.1866020070479233,all_hct,poc
492,530330112003,1.2547943287854695,all_hct,poc
493,530330113001,0.16439491399650027,all_hct,poc
494,530330113002,0.16698382828491795,all_hct,poc
495,530330113003,0.1692555233548621,all_hct,poc
496,530330113004,0.20375262825137463,all_hct,poc
497,530330113005,0.1382924332094727,all_hct,poc
498,530330114011,0.15928767125167984,all_hct,poc
499,530330114012,0.1525120207299681,all_hct,poc
500,530330114013,0.13039915721636558,all_hct,poc
501,530330114021,0.11869191300724917,all_hct,poc
502,530330114022,0.18527193793748353,all_hct,poc
503,530330114023,0.21348146374027077,all_hct,poc
504,530330115001,0.4946170410663675,all_hct,poc
505,530330115002,0.5702675457957948,all_hct,poc
506,530330115003,0.69447673903529,all_hct,poc
507,530330116011,0.475155112524609,all_hct,poc
508,530330116012,0.34289157872940107,all_hct,poc
509,530330116021,0.480476332113211,all_hct,poc
510,530330116022,0.7074872336210448,all_hct,poc
511,530330116023,0.570917062707125,all_hct,poc
512,530330117001,0.11115306375112725,all_hct,poc
513,530330117002,0.41776624574241367,all_hct,poc
514,530330117003,0.2675835994539398,all_hct,poc
515,530330117004,0.25283025477307514,all_hct,poc
516,530330118011,0.1813120629830288,all_hct,poc
517,530330118012,0.1585429629498532,all_hct,poc
518,530330118013,0.10536655178539837,all_hct,poc
519,530330118021,0.25140690140700944,all_hct,poc
520,530330118022,0.3308319406193627,all_hct,poc
521,530330118023,0.08303501208373235,all_hct,poc
522,530330119011,0.2862730054653674,all_hct,poc
523,530330119012,0.4411407515948174,all_hct,poc
524,530330119013,0.6816647078236483,all_hct,poc
525,530330119021,0.18156563222007524,all_hct,poc
